random,stu_id
6602445228,"AARONSON, STEPHANIE RUTH;Columbia University;2001"
6602160746,"ABDELAL, KHALED MOHAMMAD;Kansas State University;2001"
6603608891,"ABIAD, ABDUL;University of Pennsylvania;2002"
7401995818,"ABIDIN, ZARINA ZAINAL;Brown University;2002"
7202704683,"ABRANTES-METZ, ROSA MARIA;University of Chicago;2002"
8843658500,"ABU-GHAIDA, DINA;Georgetown University;2000"
7005359320,"ABU-QARN, AAMER;Northeastern University;2002"
57189649387,"ACEVEDO, CARLOS;Vanderbilt University;2003"
6507639810,"ACKERMAN, DEENA;University of Wisconsin;2001"
6701349362,"ADAMS, CHRISTOPHER PAUL;University of Wisconsin;2001"
7402886108,"ADAMS, KRISTIN;University of Virginia;2002"
6602305858,"ADAMS, RENEE BIRGIT;University of Chicago;2001"
6603659971,"ADRIAN, TOBIAS;Massachusetts Institute of Technology;2003"
16068434800,"ADSHADE, MARINA;Queen's University;2004"
7007083052,"AGOSTINI, CLAUDIO;University of Michigan;2003"
6603605391,"AGRONIN, EUGENE;Harvard University;2004"
7102254371,"AHLIN, CHRISTIAN ROBERT;University of Chicago;2001"
6603409344,"AHMAD, TAHA KHALED;Colorado State University;2000"
7005843659,"AHMED, HIBA;Michigan State University;2000"
56169112500,"AHN, DAVID SEHUN;Stanford University;2004"
7403325680,"AHN, EUN;University of Illinois, Chicago;2003"
7003832293,"AHN, GEUN MEE;University of Washington;2003"
24287432200,"AHN, SOON KWON;University of Missouri;2004"
7004337487,"AHN, THOMAS SAE YOUNG;Duke University;2003"
36823117200,"AHUJA, ASHVIN;University of Minnesota;2002"
7003617768,"AIROLA, JAMES;University of Houston;2002"
7403258328,"AISEN, ARI;University of California, Los Angeles;2003"
6603759295,"AIYAR, SHEKHAR;Brown University;2001"
6602422569,"AIZER, ANNA;University of California, Los Angeles;2002"
7102522156,"AKBAY, CUMA;Ohio State University;2000"
6506495753,"AKDEDE, SACIT HADI;Vanderbilt University;2002"
6506495753,"AKDEDE, SACIT HADI;Vanderbilt University;2002"
7404069278,"AKINCIGIL, AYSE;Rutgers University;2004"
35424515800,"AKINKUNMI, MUSTAPHA;Fordham University;2004"
57222817718,"AKRAM, TANWEER;Columbia University;2004"
7005176710,"AKYOL, AHMET;University of Iowa;2001"
7401638850,"AL HINAI, ABDUL AZIZ MOHAMMED;Claremont Graduate University;2004"
57198766778,"AL-ALWALI, TARIQ;Syracuse University;2003"
7005254021,"AL-BADI, FAHAD K. A.;Colorado State University;2002"
8354990500,"AL-BULAIHED, KHALED S.;Syracuse University;2001"
6603950532,"AL-HAKIM, SAIF SALLAM;University of Wisconsin, Milwaukee;2002"
8936953500,"AL-MASHAGEBEH, WASSEL KHALAF GHASSAB;Wayne State University;2003"
12772232000,"AL-MASHAT, RANIA A.;University of Maryland;2001"
6506516828,"AL-OBAID, HUSSAIN M.;Colorado State University;2003"
35884767100,"AL-OTAIBI, O.;American University;2001"
7201957274,"AL-QAHTANI, MOHAMMAD F.;Indiana University;2002"
6701349362,"AL-WAGDANI, OTHMAN;University of Kansas;2004"
6603419065,"ALAFITA, THERESA;George Washington University;2003"
7202122235,"ALAMAR, BENJAMIN C.;University of California, Santa Barbara;2001"
6701825524,"ALAN, SULE;McMaster University;2002"
7004264968,"ALBQAMI, RAJA M.;Oklahoma State University;2000"
7410394025,"ALBUQUERQUE, PEDRO;University of Wisconsin;2001"
7004903184,"ALEM, MAURO;University of Chicago;2003"
7406289288,"ALENCAR, ALEXANDRE SORIANO;University of California, Los Angeles;2003"
6603477130,"ALENEZI, MOHAMMAD;North Carolina State University;2001"
24287432200,"ALESIA, EISA;Southern Illinois University;2001"
6701799144,"ALESSANDRIA, GEORGE;University of Pennsylvania;2000"
6506495459,"ALEXAKOS, OLGA;New School for Social Research;2000"
6603477130,"ALEXANDER, GWENDOLYN MARIE;University of Maryland;2001"
7005549496,"ALEXANDER, ROGER K.;George Washington University;2003"
7404031961,"ALEXANDRAKIS, CONSTANTINE;Clark University;2003"
7201747318,"ALFIRMAN, LUKY;University of Colorado;2004"
7003533283,"ALGHALITH, MOAWIA;Northern Illinois University;2001"
7202789820,"ALHMOUD, KHALID BASSAM;Texas Tech University;2002"
7202434234,"ALI, MAGDY FATTOUH;George Mason University;2003"
6701370709,"ALI, SHUJAT;Simon Fraser University;2001"
24784705200,"ALKHOLIFEY, AHMED A.;Colorado State University;2000"
6603577757,"ALLARD, GAYLE J.;University of California, Davis;2003"
6603226704,"ALLEGRETTO, SYLVIA ANN;University of Colorado;2003"
6603600974,"ALMEIDA NETO, HEITOR VIEIRA DE;University of Chicago;2000"
7202445194,"ALMOND, DOUGLAS V.;University of California, Berkeley;2002"
7102282544,"ALOMAR, IBRAHIM S.;Kansas State University;2002"
6603390069,"ALONSO CIFUENTES, JULIO;Iowa State University;2002"
6602463742,"ALPER, OMER E.;Johns Hopkins University;2002"
6603319897,"ALSALEM, AHMED MOHAMMED;Colorado State University;2000"
6603062816,"ALSALMAN, ABDULLAH E.;Howard University;2002"
6602948322,"ALSTADHEIM, RAGNA;Georgetown University;2002"
7201419024,"ALTINANAHTAR, ALPER;Texas Tech University;2004"
7103079149,"ALVAREZ, FRANCISCO;University of Washington;2004"
8900938300,"ALVES, IVAN;University of British Columbia;2001"
7004640479,"ALY, ASHRAF EL-SAYED EL-ARABY;Kansas State University;2004"
55498582600,"AMADOR, MANUEL ANDRES;Massachusetts Institute of Technology;2003"
7403019055,"AMARA, JOMANA;University of Houston;2004"
57193663493,"AMARAL, PEDRO SERVULO;University of Minnesota;2002"
7004197155,"AMAYA, KENICHI;Massachusetts Institute of Technology;2003"
7006152180,"AMEGASHIE, J. ATSU;Simon Fraser University;2002"
55726410700,"AMERIKS, JOHN ARTHUR;Columbia University;2001"
22981074400,"AMES, MARY ISABEL;University of California, Berkeley;2002"
16475049100,"AMIDON, CAROLE MARIE;University of Illinois;2003"
7402886108,"AMIN, MOHAMMAD;Columbia University;2003"
6701529245,"AMROMIN, GENE;University of Chicago;2002"
7103178355,"AN, GALINA A.;University of Colorado;2003"
16445447200,"ANATOLYEV, STANISLAV;University of Wisconsin;2000"
7201980342,"ANDERSON, AXEL;University of Michigan;2002"
7202445194,"ANDERSON, JOSHUA REID;University of California, Santa Barbara;2003"
7004593708,"ANDERSTON, STEVEN TODD;University of California, Santa Cruz;2003"
7101903754,"ANGEL-URDINOLA, DIEGO F.;Georgetown University;2003"
